Bit#|T|??|?|MaxValue|Name|Note
0AE0|0|00|0|00000001||
0AE1|0|00|0|00000001||
0AE2|1|00|0|00000001||
0AE3|0|00|0|00000001||
0AE4|0|00|0|00000001||
0AE5|0|00|0|00000001||
0AE6|0|00|0|00000001||
0AE7|2|00|0|00000001||
0AE8|0|00|0|00000001||
0AE9|0|00|0|00000001||
0AEA|0|00|0|00000001||
0AEB|0|00|0|00000001||
0AEC|0|00|0|00000001||
0AED|0|00|0|00000001||
0AEE|0|00|0|00000001||
0AEF|0|00|0|00000001||
0AF0|0|00|0|00000001||
0AF1|0|00|0|00000001||
0AF2|0|00|0|00000001||
0AF3|2|00|0|00000001||
0AF4|2|00|0|00000001||
0AF5|2|00|0|00000001||
0AF6|2|00|0|00000001||
0AF7|2|00|0|00000007||
0AF8|2|00|0|00000001||
0AF9|2|00|0|00000001||
0AFA|2|00|0|00000001||
0AFB|2|00|0|00000001||
0AFC|2|00|0|00000001||
0AFD|2|00|0|00000001||
0AFE|2|00|0|00000001||
0AFF|0|00|0|00000001||
0B00|0|00|0|00000001||
0B01|0|00|0|00000001||
0B02|0|00|0|00000001||
0B03|0|00|0|00000001||
0B04|2|00|0|00000001||
0B05|2|00|0|00000001||
0B06|2|00|0|00000001||
0B07|1|00|0|00000001||
0B08|1|00|0|00000001||
0B09|1|00|0|00000001||
0B0A|2|00|0|00000001||
0B0B|2|00|0|00000001||
0B0C|2|00|0|00000001||
0B0D|2|00|0|00000001||
0B0E|2|00|0|00000001||
0B0F|2|00|0|00000001||
0B10|0|00|0|00000001||
0B11|0|00|0|00000001||
0B12|0|00|0|00000001||
0B13|0|00|0|00000001||
0B14|0|00|0|00000001||
0B15|0|00|0|00000001||
0B16|0|00|0|00000001||
0B17|0|00|0|00000001||
0B18|0|00|0|00000001||
0B19|0|00|0|00000001||
0B1A|0|00|0|00000001||
0B1B|1|00|0|00000001||
0B1C|1|00|0|00000001||
0B1D|1|00|0|00000001||
0B1E|2|00|0|00000001||
0B1F|2|00|0|00000001||
0B20|1|00|0|00000001||
0B21|1|00|0|00000001||
0B22|1|00|0|00000001||
0B23|2|00|0|00000001||
0B24|3|00|0|00000001||
0B25|1|00|0|00000001||
0B26|1|00|0|00000001||
0B27|1|00|0|00000001||
0B28|1|00|0|00000001||
0B29|0|00|0|00000001||
0B2A|1|00|0|00000001||
0B2B|1|00|0|00000001||
0B2C|1|00|0|00000001||
0B2D|1|00|0|00000001||
0B2E|1|00|0|00000001||
0B2F|1|00|0|00000001||
0B30|1|00|0|00000001||
0B31|1|00|0|00000001||
0B32|1|00|0|00000001||
0B33|1|00|0|00000001||
0B34|1|00|0|00000001||
0B35|1|00|0|00000001||
0B36|3|00|0|00000001||
0B37|1|00|0|00000001||
0B38|1|00|0|00000001||
0B39|1|00|0|00000001||
0B3A|1|00|0|00000001||
0B3B|1|00|0|00000001||
0B3C|1|00|0|00000001||
0B3D|1|00|0|00000001||
0B3E|1|00|0|00000001||
0B3F|1|00|0|00000001||
0B40|1|00|0|00000001||
0B41|1|00|0|00000001||
0B42|1|00|0|00000001||
0B43|1|00|0|00000001||
0B44|1|00|0|00000001||
0B45|3|00|0|00000001||
0B46|1|00|0|00000001||
0B47|1|00|0|00000001||
0B48|0|00|0|00000001||
0B49|2|00|0|00000001||
0B4A|1|00|0|00000001||
0B4B|2|00|0|00000001||
0B4C|2|00|0|00000001||
0B4D|2|00|0|00000001||
0B4E|2|00|0|00000001||
0B4F|2|00|0|00000001||
0B50|2|00|0|00000001||
0B51|1|00|0|00000001||
0B52|2|00|0|00000001||
0B53|2|00|0|00000001||
0B54|2|00|0|00000001||
0B55|2|00|0|00000001||
0B56|2|00|0|00000001||
0B57|2|00|0|00000001||
0B58|1|00|0|00000001||
0B59|1|00|0|00000001||
0B5A|2|00|0|00000001||
0B5B|2|00|0|00000001||
0B5C|2|00|0|00000001||
0B5D|2|00|0|00000001||
0B5E|2|00|0|00000001||
0B5F|2|00|0|00000001||
0B60|2|00|0|00000001||
0B61|2|00|0|00000001||
0B62|2|00|0|00000001||
0B63|2|00|0|00000001||
0B64|2|00|0|00000001||
0B65|2|00|0|00000001||
0B66|2|00|0|00000001||
0B67|2|00|0|00000001||
0B68|2|00|0|00000001||
0B69|0|00|0|00000001||
0B6A|0|00|0|00000001||
0B6B|0|00|0|00000001||
0B6C|1|00|0|00000001||
0B6D|1|00|0|00000001||
0B6E|1|00|0|00000001||
0B6F|1|00|0|00000001||
0B70|0|00|0|00000001||
0B71|0|00|0|00000001||
0B72|3|00|0|00000001||
0B73|3|00|0|00000001||
0B74|2|00|0|00000001||
0B75|2|00|0|00000001||
0B76|0|00|0|00000001||
0B77|2|00|0|00000001||
0B78|2|00|0|00000001||
0B79|2|00|0|00000001||
0B7A|2|00|0|00000001||
0B7B|2|00|0|00000001||
0B7C|2|00|0|00000001||
0B7D|1|00|0|00000001||
0B7E|1|00|0|00000001||
0B7F|2|00|0|00000001||
0B80|2|00|0|00000001||
0B81|1|00|0|0000000F||
0B82|2|00|0|00000001||
0B83|2|00|0|00000001||
0B84|2|00|0|00000001||
0B85|2|00|0|00000001||
0B86|2|00|0|00000001||
0B87|1|00|0|00000001||
0B88|2|00|0|00000001||
0B89|1|00|0|00000001||
0B8A|1|00|0|00000001||
0B8B|1|00|0|00000001||
0B8C|2|00|0|00000001||
0B8D|2|00|0|00000001||
0B8E|2|00|0|00000001||
0B8F|2|00|0|00000001||
0B90|1|00|0|00000001||
0B91|1|00|0|00000001||
0B92|1|00|0|00000001||
0B93|1|00|0|00000001||
0B94|1|00|0|00000001||
0B95|1|00|0|00000001||
0B96|2|00|0|00000001||
0B97|1|00|0|00000001||
0B98|2|00|0|00000001|ShowBombCounter|on HUD
0B99|2|00|0|00000001|ShowTrickyFoodCounter|
0B9A|2|00|0|00000001|ShowFireflyCounter|
0B9B|2|00|0|00000001|ShowMoonSeedCounter|
0B9C|2|00|0|00000001|ShowScarabCounter|
0B9D|0|00|0|00000001||
0B9E|0|00|0|00000001||
0B9F|0|00|0|00000001||
0BA0|0|00|0|00000001||
0BA1|0|00|0|00000001||
0BA2|0|00|0|00000001||
0BA3|2|00|0|00000001||
0BA4|2|00|0|00000001||
0BA5|1|04|1|00000001||
0BA6|0|00|0|00000001||
0BA7|2|00|0|00000001||
0BA8|2|07|1|00000001||
0BA9|0|00|0|00000001||
0BAA|0|00|0|00000001||
0BAB|1|00|0|00000001||
0BAC|2|00|0|00000001||
0BAD|1|00|0|00000001||
0BAE|1|00|0|00000001||
0BAF|1|00|0|00000001||
0BB0|2|00|0|00000001||
0BB1|2|00|0|00000001||
0BB2|2|00|0|00000001||
0BB3|0|00|0|00000001||
0BB4|0|00|0|00000001||
0BB5|0|00|0|00000001||
0BB6|0|00|0|00000001||
0BB7|0|00|0|00000001||
0BB8|0|00|0|00000001||
0BB9|0|00|0|00000001||
0BBA|0|00|0|00000001||
0BBB|0|00|0|00000001||
0BBC|0|00|0|00000001||
0BBD|0|00|0|00000001||
0BBE|0|00|0|00000001||
0BBF|0|00|0|00000001||
0BC0|0|00|0|00000001||
0BC1|0|00|0|00000001||
0BC2|0|00|0|00000001||
0BC3|1|00|0|00000001||
0BC4|1|00|0|00000001||
0BC5|1|00|0|00000001||
0BC6|1|00|0|00000001||
0BC7|0|00|0|00000001||
0BC8|1|00|0|00000001||
0BC9|2|00|0|00000001||
0BCA|2|00|0|00000001||
0BCB|2|00|0|00000001||
0BCC|2|00|0|00000001||
0BCD|2|00|0|00000001||
0BCE|2|00|0|00000001||
0BCF|2|00|0|00000001||
0BD0|1|00|0|00000001||
0BD1|2|00|0|00000001||
0BD2|2|00|0|00000001||
0BD3|2|00|0|00000001||
0BD4|2|00|0|00000001||
0BD5|2|00|0|00000001||
0BD6|2|00|0|00000001||
0BD7|0|00|0|00000001||
0BD8|3|00|0|FFFFFFFF||
0BD9|0|00|0|00000001||
0BDA|0|00|0|00000001||
0BDB|2|00|0|00000001||
0BDC|2|00|0|00000001||
0BDD|2|00|0|00000001||
0BDE|2|00|0|00000001||
0BDF|2|00|0|00000001||
0BE0|2|00|0|00000001||
0BE1|2|00|0|00000001||
0BE2|2|00|0|00000001||
0BE3|2|00|0|00000001||
0BE4|2|00|0|00000001||
0BE5|2|00|0|00000001||
0BE6|0|00|0|00000001||
0BE7|0|00|0|00000001||
0BE8|0|00|0|00000001||
0BE9|0|00|0|00000001||
0BEA|0|00|0|00000001||
0BEB|0|00|0|00000001||
0BEC|0|00|0|00000001||
0BED|0|00|0|00000001||
0BEE|0|00|0|00000001||
0BEF|0|00|0|00000001||
0BF0|0|00|0|00000001||
0BF1|0|00|0|00000001||
0BF2|0|00|0|00000001||
0BF3|0|00|0|00000001||
0BF4|2|00|0|00000001||
0BF5|2|00|0|00000001||
0BF6|2|00|0|00000001||
0BF7|0|00|0|00000001||
0BF8|0|00|0|00000001||
0BF9|0|00|0|00000001||
0BFA|0|00|0|00000001||
0BFB|0|00|0|00000001||
0BFC|0|00|0|00000001||
0BFD|2|44|1|00000001||
0BFE|3|00|0|00000001||
0BFF|2|00|0|00000001||
0C00|0|00|0|00000001||
0C01|0|00|0|00000001||
0C02|0|00|0|00000001||
0C03|0|00|0|00000001||
0C04|0|00|0|00000001||
0C05|0|00|0|00000001||
0C06|0|00|0|00000001||
0C07|0|00|0|00000001||
0C08|0|00|0|00000001||
0C09|0|00|0|00000001||
0C0A|0|00|0|00000001||
0C0B|0|00|0|00000001||
0C0C|0|00|0|00000001||
0C0D|0|00|0|00000001||
0C0E|0|00|0|00000001||
0C0F|0|00|0|00000001||
0C10|0|00|0|00000001||
0C11|2|00|0|00000001|HaveTricky|maybe wrong
0C12|0|00|0|00000001||
0C13|3|00|0|FFFFFFFF||
0C14|2|00|0|00000001||
0C15|2|00|0|00000001||
0C16|2|00|0|00000001||
0C17|2|00|0|00000001||
0C18|2|00|0|00000001||
0C19|2|00|0|00000001||
0C1A|2|00|0|00000001||
0C1B|2|00|0|00000001||
0C1C|2|00|0|00000001||
0C1D|2|00|0|00000001||
0C1E|3|00|0|00000001||
0C1F|3|00|0|00000001||
0C20|3|00|0|00000001||
0C21|3|00|0|00000001||
0C22|2|00|0|00000001||
0C23|2|00|0|00000001||
0C24|0|00|0|00000001||
0C25|2|00|0|00000001||
0C26|2|00|0|00000001||
0C27|2|00|0|00000001||
0C28|2|00|0|00000001||
0C29|2|00|0|00000001||
0C2A|2|00|0|00000001||
0C2B|2|00|0|00000001||
0C2C|2|00|0|00000001||
0C2D|2|00|0|00000001||
0C2E|2|00|0|00000001||
0C2F|0|00|0|00000001||
0C30|0|00|0|00000001|PlayerIsDisguised|
0C31|2|00|0|00000001||
0C32|2|00|0|00000001||
0C33|2|00|0|00000001||
0C34|2|00|0|00000001||
0C35|2|00|0|00000001||
0C36|2|00|0|00000001||
0C37|2|00|0|00000001||
0C38|2|00|0|00000001||
0C39|2|00|0|00000001||
0C3A|2|00|0|00000001||
0C3B|2|00|0|00000001||
0C3C|2|00|0|00000001||
0C3D|2|00|0|00000001||
0C3E|2|00|0|00000001||
0C3F|2|00|0|00000001||
0C40|2|00|0|00000001||
0C41|0|00|0|00000001||
0C42|2|00|0|00000001||
0C43|0|00|0|00000001||
0C44|2|00|0|00000001||
0C45|0|00|0|00000001||
0C46|2|00|0|00000001||
0C47|3|00|0|00000001||
0C48|2|00|0|00000001||
0C49|2|00|0|00000001||
0C4A|2|00|0|00000001||
0C4B|2|00|0|00000001||
0C4C|2|00|0|00000001||
0C4D|2|00|0|00000001||
0C4E|2|00|0|00000001||
0C4F|0|00|0|00000001||
0C50|2|00|0|00000001||
0C51|2|00|0|00000001||
0C52|2|00|0|00000001||
0C53|2|00|0|00000001||
0C54|2|00|0|00000001||
0C55|2|78|1|00000001|HaveSuperQuake|
0C56|2|00|0|00000001||
0C57|3|00|0|00000001||
0C58|2|00|0|00000001||
0C59|2|00|0|00000001||
0C5A|2|00|0|00000001||
0C5B|2|00|0|00000001||
0C5C|0|00|0|00000001||
0C5D|0|00|0|00000001||
0C5E|0|00|0|00000001||
0C5F|0|00|0|00000001||
0C60|0|00|0|00000001||
0C61|2|00|0|00000001||
0C62|0|00|0|00000001||
0C63|2|00|0|00000001||
0C64|2|A5|1|00000001|HaveViewfinder|aka High-Defnition Display Device or Zoom Goggles
0C65|2|00|0|00000001||
0C66|2|00|0|00000001||
0C67|0|00|0|00000001||
0C68|2|00|0|00000001||
0C69|0|00|0|00000001||
0C6A|2|00|0|00000001||
0C6B|2|00|0|00000001||
0C6C|0|00|0|00000001||
0C6D|0|00|0|00000001||
0C6E|2|88|1|00000001||
0C6F|0|00|0|00000001||
0C70|2|8A|1|00000001||
0C71|2|00|0|00000001||
0C72|0|00|0|00000001||
0C73|0|00|0|00000001||
0C74|3|00|0|00000001||
0C75|2|00|0|00000001||
0C76|2|00|0|00000001||
0C77|1|00|0|00000001||
0C78|1|00|0|00000001||
0C79|0|00|0|00000001||
0C7A|2|00|0|00000001||
0C7B|2|00|0|00000001||
0C7C|2|00|0|00000001|BoughtRockCandy|
0C7D|2|0E|1|00000001||
0C7E|2|00|0|00000001||
0C7F|2|00|0|00000001||
0C80|2|00|0|00000001||
0C81|2|00|0|00000001||
0C82|2|00|0|00000001||
0C83|1|00|0|00000001||
0C84|3|00|0|FFFFFFFF||
0C85|2|AD|1|00000001||
0C86|1|00|0|00000001||
0C87|1|00|0|00000001||
0C88|2|00|0|00000001||
0C89|2|00|0|00000001||
0C8A|2|00|0|00000001||
0C8B|2|00|0|00000001|LinkETunnelOpen|broke open wind tunnel in LinkE
0C8C|2|00|0|00000001||
0C8D|2|00|0|00000001|HavePDA|
0C8E|2|00|0|00000001||
0C8F|2|00|0|00000001||
0C90|2|00|0|00000001||
0C91|2|00|0|00000001||
0C92|2|AE|1|00000001||
0C93|2|00|0|00000001||
0C94|2|00|0|00000001||
0C95|2|00|0|00000001||
0C96|2|00|0|00000001||
0C97|2|00|0|00000001||
0C98|2|00|0|00000001||
0C99|2|00|0|00000001||
0C9A|2|00|0|00000001||
0C9B|2|00|0|00000001||
0C9C|2|00|0|00000001||
0C9D|2|00|0|00000001||
0C9E|2|00|0|00000001||
0C9F|2|00|0|00000001||
0CA0|0|00|0|00000001||
0CA1|0|00|0|00000001||
0CA2|0|00|0|00000001||
0CA3|2|00|0|00000001||
0CA4|2|00|0|00000001||
0CA5|2|00|0|00000001||
0CA6|2|00|0|00000001||
0CA7|0|00|0|00000001||
0CA8|2|00|0|00000001||
0CA9|2|00|0|00000001||
0CAA|2|00|0|00000001||
0CAB|2|00|0|00000001||
0CAC|2|00|0|00000001||
0CAD|1|00|0|00000001||
0CAE|0|00|0|00000001||
0CAF|0|00|0|00000001||
0CB0|0|00|0|00000001||
0CB1|2|00|0|00000001||
0CB2|2|00|0|00000001||
0CB3|2|00|0|00000001||
0CB4|2|00|0|00000001||
0CB5|2|B0|1|00000001||
0CB6|2|00|0|00000001||
0CB7|2|B3|1|00000001||
0CB8|2|00|0|00000001||
0CB9|2|00|0|00000001||
0CBA|0|00|0|00000001||
0CBB|3|00|0|00000001||
0CBC|2|00|0|00000001||
0CBD|0|00|0|00000001||
0CBE|2|00|0|00000001||
0CBF|0|01|1|00000001||
0CC0|2|00|0|00000001||
0CC1|2|00|0|00000001||
0CC2|1|00|0|0000000F||
0CC3|2|00|0|00000001||
0CC4|0|00|0|00000001||
0CC5|0|00|0|00000001||
0CC6|2|00|0|00000001||
0CC7|2|00|0|00000001||
0CC8|2|00|0|00000001||
0CC9|2|00|0|00000001||
0CCA|2|00|0|00000001||
0CCB|2|00|0|00000001||
0CCC|0|00|0|00000001||
0CCD|3|00|0|00000001||
0CCE|3|00|0|00000001||
0CCF|3|00|0|00000001||
0CD0|3|00|0|00000001||
0CD1|3|00|0|00000001||
0CD2|0|00|0|00000001||
0CD3|2|00|0|00000001||
0CD4|2|00|0|00000001||
0CD5|2|00|0|00000001||
0CD6|2|00|0|00000001||
0CD7|0|00|0|00000001||
0CD8|2|00|0|00000001||
0CD9|2|00|0|00000001||
0CDA|0|00|0|00000001||
0CDB|2|00|0|00000001||
0CDC|2|00|0|00000001||
0CDD|2|00|0|00000001||
0CDE|2|00|0|00000001||
0CDF|2|00|0|00000001||
0CE0|2|00|0|00000001||
0CE1|2|21|1|00000001||
0CE2|2|00|0|00000001||
0CE3|2|00|0|00000001||
0CE4|2|00|0|00000001||
0CE5|2|00|0|00000001||
0CE6|2|00|0|00000001||
0CE7|2|00|0|00000001||
0CE8|2|00|0|00000001||
0CE9|2|00|0|00000001||
0CEA|2|00|0|00000001||
0CEB|2|00|0|00000001||
0CEC|2|00|0|00000001||
0CED|2|00|0|00000001||
0CEE|0|00|0|00000001||
0CEF|0|00|0|00000001||
0CF0|0|00|0|00000001||
0CF1|0|00|0|00000001||
0CF2|0|00|0|00000001||
0CF3|0|00|0|00000001||
0CF4|2|00|0|00000001||
0CF5|2|00|0|00000001||
0CF6|2|00|0|00000001||
0CF7|2|00|0|00000001||
0CF8|2|00|0|00000001||
0CF9|2|00|0|00000001||
0CFA|2|00|0|00000001||
0CFB|2|00|0|00000001||
0CFC|2|00|0|00000001||
0CFD|2|00|0|00000001||
0CFE|2|00|0|00000001||
0CFF|2|00|0|00000001||
0D00|3|00|0|00000001|TrickyRelated0D00|
0D01|2|00|0|00000001||
0D02|2|00|0|00000001||
0D03|2|00|0|00000001||
0D04|2|00|0|00000001||
0D05|2|00|0|00000001||
0D06|2|1B|1|00000001||
0D07|2|00|0|00000001||
0D08|2|00|0|00000001||
0D09|2|00|0|00000001||
0D0A|2|00|0|00000001||
0D0B|2|00|0|00000001||
0D0C|2|00|0|00000001||
0D0D|2|00|0|00000001||
0D0E|2|00|0|00000001||
0D0F|2|00|0|00000001||
0D10|2|00|0|00000001||
0D11|2|00|0|00000001||
0D12|2|00|0|00000001||
0D13|2|00|0|00000001||
0D14|2|00|0|00000001||
0D15|2|00|0|00000001||
0D16|2|00|0|00000001||
0D17|2|00|0|00000001||
0D18|2|00|0|00000001||
0D19|1|00|0|00000001||
0D1A|2|00|0|00000001||
0D1B|1|00|0|00000001||
0D1C|1|00|0|00000001||
0D1D|1|00|0|00000001||
0D1E|1|00|0|00000001||
0D1F|1|00|0|00000001||
0D20|2|1F|1|00000001||
0D21|0|00|0|00000001||
0D22|2|00|0|00000001||
0D23|2|00|0|00000001||
0D24|2|00|0|00000001||
0D25|2|00|0|00000001||
0D26|2|00|0|00000001||
0D27|1|00|0|00000001||
0D28|2|00|0|00000001||
0D29|2|00|0|00000001||
0D2A|2|00|0|00000001||
0D2B|2|00|0|00000001||
0D2C|2|00|0|00000001||
0D2D|2|00|0|00000001||
0D2E|2|00|0|00000001||
0D2F|2|00|0|00000001||
0D30|0|00|0|00000001||
0D31|0|00|0|00000001||
0D32|2|00|0|00000001||
0D33|2|00|0|00000001||
0D34|0|00|0|00000001||
0D35|3|00|0|00000001||
0D36|3|00|0|00000001||
0D37|1|AF|1|00000001||
0D38|3|00|0|FFFFFFFF||
0D39|2|00|0|00000001||
0D3A|1|00|0|00000001||
0D3B|1|00|0|00000001||
0D3C|1|00|0|00000001||
0D3D|1|00|0|00000001||
0D3E|2|00|0|00000001||
0D3F|0|00|0|00000001||
0D40|2|00|0|00000001||
0D41|1|00|0|00000001||
0D42|1|00|0|00000001||
0D43|1|00|0|00000001||
0D44|3|00|0|00000001||
0D45|2|00|0|00000001||
0D46|2|00|0|00000001||
0D47|2|00|0|00000001||
0D48|2|00|0|00000001||
0D49|0|00|0|00000001||
0D4A|2|00|0|00000001||
0D4B|0|00|0|00000001||
0D4C|2|00|0|00000001||
0D4D|2|00|0|00000001||
0D4E|0|00|0|00000001||
0D4F|0|00|0|00000001||
0D50|0|00|0|00000001||
0D51|0|00|0|00000001||
0D52|2|00|0|00000001||
0D53|1|00|0|00000001||
0D54|2|00|0|00000001||
0D55|2|00|0|00000001||
0D56|2|00|0|00000001||
0D57|2|00|0|00000001||
0D58|2|00|0|00000001||
0D59|2|00|0|00000001||
0D5A|2|00|0|00000001||
0D5B|2|00|0|00000001||
0D5C|2|00|0|00000001||
0D5D|2|00|0|00000001||
0D5E|2|00|0|00000001||
0D5F|3|00|0|00000001||
0D60|3|00|0|00000001||
0D61|0|00|0|00000001||
0D62|0|00|0|00000001||
0D63|0|00|0|00000001||
0D64|0|00|0|00000001||
0D65|0|00|0|00000001||
0D66|0|00|0|00000001||
0D67|2|5F|1|00000001||
0D68|2|00|0|00000001||
0D69|2|3B|1|00000001||
0D6A|2|00|0|00000001||
0D6B|3|00|0|00000001||
0D6C|2|60|1|00000001||
0D6D|2|00|0|00000001||
0D6E|2|00|0|00000001||
0D6F|2|00|0|00000001||
0D70|2|00|0|00000001||
0D71|3|00|0|00000001||
0D72|1|00|0|00000001||
0D73|2|00|0|00000001||
0D74|0|00|0|00000001||
0D75|3|00|0|FFFFFFFF||
0D76|0|00|0|00000001||
0D77|0|00|0|00000001||
0D78|0|00|0|00000001||
0D79|0|00|0|00000001||
0D7A|0|00|0|00000001||
0D7B|0|00|0|00000001||
0D7C|0|00|0|00000001||
0D7D|2|00|0|00000001||
0D7E|2|00|0|00000001||
0D7F|2|00|0|00000001||
0D80|2|00|0|00000001||
0D81|2|00|0|00000001||
0D82|2|00|0|00000001||
0D83|2|16|1|00000001||
0D84|1|00|0|00000001||
0D85|1|00|0|00000001||
0D86|1|00|0|00000001||
0D87|1|00|0|00000001||
0D88|1|00|0|00000001||
0D89|1|00|0|00000001||
0D8A|1|00|0|00000001||
0D8B|1|00|0|00000001||
0D8C|2|00|0|00000001||
0D8D|2|00|0|00000001||
0D8E|2|00|0|00000001||
0D8F|3|00|0|00000001||
0D90|2|00|0|00000001||
0D91|2|00|0|00000001||
0D92|2|00|0|00000001||
0D93|2|00|0|00000001||
0D94|2|00|0|00000001||
0D95|2|00|0|00000001||
0D96|2|00|0|00000001||
0D97|2|00|0|00000001|ShowFuelCellCounter|on HUD
0D98|2|00|0|00000001||
0D99|2|00|0|00000001||
0D9A|0|00|0|00000001||
0D9B|2|00|0|00000001||
0D9C|2|00|0|00000001||
0D9D|2|00|0|00000001||
0D9E|2|00|0|00000001||
0D9F|2|00|0|00000001||
0DA0|2|00|0|00000001||
0DA1|2|00|0|00000001||
0DA2|2|00|0|00000001||
0DA3|2|00|0|00000001||
0DA4|2|00|0|00000001||
0DA5|2|00|0|00000001||
0DA6|1|00|0|00000001||
0DA7|2|00|0|00000001||
0DA8|2|00|0|00000001||
0DA9|1|00|0|00000001||
0DAA|2|00|0|00000001||
0DAB|3|00|0|00000001||
0DAC|0|00|0|00000001||
0DAD|0|00|0|00000001||
0DAE|0|00|0|00000001||
0DAF|0|00|0|00000001||
0DB0|0|00|0|00000001||
0DB1|0|00|0|00000001||
0DB2|0|00|0|00000001||
0DB3|0|00|0|00000001||
0DB4|0|00|0|00000001||
0DB5|2|00|0|00000001||
0DB6|2|00|0|00000001||
0DB7|2|00|0|00000001||
0DB8|3|00|0|00000001||
0DB9|0|00|0|00000001||
0DBA|3|00|0|00000001||
0DBB|2|00|0|00000001||
0DBC|2|00|0|00000001||
0DBD|2|00|0|00000001||
0DBE|2|00|0|00000001||
0DBF|2|38|1|00000001||
0DC0|2|00|0|00000001||
0DC1|2|00|0|00000001||
0DC2|2|00|0|00000001||
0DC3|3|00|0|00000001||
0DC4|2|00|0|00000001||
0DC5|2|00|0|00000001||
0DC6|2|00|0|00000001||
0DC7|2|00|0|00000001||
0DC8|2|00|0|00000001||
0DC9|2|00|0|00000001||
0DCA|0|00|0|00000001||
0DCB|0|00|0|00000001||
0DCC|2|00|0|00000001||
0DCD|2|00|0|00000001||
0DCE|3|00|0|00000001||
0DCF|3|00|0|00000001||
0DD0|2|00|0|00000001||
0DD1|3|00|0|FFFFFFFF||
0DD2|0|00|0|00000001||
0DD3|0|00|0|00000001||
0DD4|1|00|0|00000001||
0DD5|1|00|0|00000001||
0DD6|1|00|0|00000001||
0DD7|2|00|0|00000001||
0DD8|2|00|0|00000001||
0DD9|2|00|0|00000001||
0DDA|2|00|0|00000001||
0DDB|0|00|0|0000000F||
0DDC|2|00|0|00000001|CheatToken0|XXX what exactly are these? collected?
0DDD|2|00|0|00000001|CheatToken3|
0DDE|2|00|0|00000001|CheatToken2|
0DDF|2|00|0|00000001|CheatToken6|
0DE0|2|00|0|00000001|CheatToken4|
0DE1|2|00|0|00000001|CheatToken7|
0DE2|2|00|0|00000001|CheatToken1|
0DE3|2|00|0|00000001|CheatToken5|
0DE4|2|00|0|00000001|CheatToken8|
0DE5|2|00|0|00000001|HaveCheat0_Credits|Display Credits
0DE6|2|00|0|00000001|HaveCheat3_Dino|Dino Language
0DE7|2|00|0|00000001|HaveCheat2_MusicTest|Music Test
0DE8|2|00|0|00000001|HaveCheat6|
0DE9|2|00|0|00000001|HaveCheat4|
0DEA|2|00|0|00000001|HaveCheat7|
0DEB|2|00|0|00000001|HaveCheat1_Sepia|Sepia Mode
0DEC|2|00|0|00000001|HaveCheat5|
0DED|2|00|0|00000001|HaveCheat8|
0DEE|2|00|0|00000001||
0DEF|2|00|0|00000001||
0DF0|2|00|0|00000001||
0DF1|2|00|0|00000001||
0DF2|2|00|0|00000001||
0DF3|2|00|0|00000001||
0DF4|2|00|0|00000001||
0DF5|2|00|0|00000001||
0DF6|0|00|0|00000001||
0DF7|0|00|0|00000001||
0DF8|2|00|0|00000001||
0DF9|2|00|0|00000001||
0DFA|2|00|0|00000001||
0DFB|2|00|0|00000001||
0DFC|2|00|0|00000001||
0DFD|2|00|0|00000001||
0DFE|2|00|0|00000001||
0DFF|2|00|0|00000001||
0E00|2|00|0|00000001||
0E01|2|00|0|00000001||
0E02|2|00|0|00000001||
0E03|2|00|0|00000001||
0E04|2|00|0|00000001||
0E05|2|00|0|00000001||
0E06|2|00|0|00000001||
0E07|2|00|0|00000001||
0E08|2|00|0|00000001||
0E09|2|00|0|00000001||
0E0A|2|00|0|00000001||
0E0B|0|00|0|00000001||
0E0C|0|00|0|00000001||
0E0D|2|00|0|00000001||
0E0E|0|00|0|00000001||
0E0F|2|00|0|00000001||
0E10|0|00|0|00000001||
0E11|2|00|0|00000001||
0E12|1|00|0|00000001||
0E13|2|00|0|00000001||
0E14|2|00|0|00000001||
0E15|2|00|0|00000001||
0E16|2|00|0|00000001||
0E17|2|00|0|00000001||
0E18|2|00|0|00000001||
0E19|2|00|0|00000001||
0E1A|2|00|0|00000001||
0E1B|2|00|0|00000001||
0E1C|2|00|0|00000001||
0E1D|3|00|0|00000001||
0E1E|3|00|0|00000001||
0E1F|2|00|0|00000001||
0E20|0|00|0|00000001||
0E21|2|00|0|00000001||
0E22|2|00|0|00000001||
0E23|3|00|0|00000001||
0E24|3|00|0|00000001||
0E25|2|7F|1|00000001||
0E26|3|00|0|00000001||
0E27|2|90|1|00000001||
0E28|2|00|0|00000001||
0E29|2|00|0|00000001||
0E2A|2|00|0|00000001||
0E2B|0|00|0|00000001||
0E2C|3|00|0|00000001||
0E2D|2|00|0|00000001||
0E2E|2|00|0|00000001||
0E2F|2|00|0|00000001||
0E30|2|00|0|00000001||
0E31|2|00|0|00000001||
0E32|2|00|0|00000001||
0E33|2|00|0|00000001||
0E34|2|00|0|00000001||
0E35|2|00|0|00000001||
0E36|2|00|0|00000001||
0E37|0|00|0|00000001||
0E38|2|00|0|00000001||
0E39|2|00|0|00000001||
0E3A|0|00|0|00000001||
0E3B|2|00|0|00000001||
0E3C|2|00|0|00000001||
0E3D|2|00|0|00000001||
0E3E|2|00|0|00000001||
0E3F|2|92|1|00000001||
0E40|2|00|0|00000001||
0E41|2|00|0|00000001||
0E42|2|00|0|00000001||
0E43|0|00|0|00000001||
